claim_id,claim,negative_label,baseline_label,negative_output,baseline_output,negative_evidence_count,baseline_evidence_count,gold_label,agreement,negative_correct,baseline_correct,improvement,degradation
87,"Hyderabad Metropolitan Water Supply and Sewerage Board (HMWSSB) is delivering 1kg bleaching powder, chlorine tablets to people’s doorsteps",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the board is delivering the tablets so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the HMWSSB is delivering the items so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
88,A man who received four ballot applications votes four times in the 2020 election.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the man in the claim did not vote four times and that the claim of him doing so is not true.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the man did not vote four times so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
89,"Most deaths in the 1918 influenza pandemic originated from bacterial pneumonia caused by face masks and that Dr Anthony Fauci, the US government’s top expert in the fight against Covid-19, knew about it.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The majority of deaths in the 1918–1919 influenza pandemic likely resulted directly from secondary bacterial pneumonia caused by common upper respiratory-tract bacteria.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The majority of deaths during the influenza pandemic of 1918-1919 were not caused by the influenza virus acting alone, report researchers from the National Institute of Allergy and Infectious Diseases (NIAID), part of the National Institutes of Health.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
90,"BJP MP Kirron Kher Said ""Rape Is A Part Of Indian Culture And It Can't Be Stopped""",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the quote was taken out of context and so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Kirron Kher did not say the quote so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
91,"A message will be sent to your phone claiming to show that the Covid19 curve is flattening in India, But It will contain a malicious file",Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the message is a hoax and not a malicious file so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the message is a phishing attempt and should not be opened.

verdict: 'Supported'",10,10,Refuted,False,True,False,False,True
92,US Sen Kamala Harris failed the bar exam  (qualifying examination for lawyers)on her first attempt,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Kamala Harris did fail the bar exam on her first attempt so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Kamala Harris did fail the bar exam on her first attempt so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
93,US Judge Amy Coney Barrett graduated at the top of her law school class at Notre Dame Law School,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that she graduated at the top of her class so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that she graduated at the top of her class so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
94,"Saved by the Bell actor, Dustin Diamond died in a prison riot.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the actor did not die in a prison riot so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the actor did not die in a prison riot so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
95,Controversial abortion methods are allowed under New Zealand's Abortion Legislation Act (2020).,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Abortion Legislation Act 2020 is an Act of Parliament in New Zealand allowing unrestricted access to abortion within the first 20 weeks of pregnancy, and repealing sections of the Crimes Act 1961 related to unlawful abortion.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Abortion Legislation Act 2020 is an Act of Parliament in New Zealand allowing unrestricted access to abortion within the first 20 weeks of pregnancy, and repealing sections of the Crimes Act 1961 related to unlawful abortion.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
96,"Commission on Human Rights (CHR) Chairman Chito Gascon called a “surprise military attack” by the Philippine Army,  conducted on members of the New People’s Army (NPA) a “violation of human rights.”",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the Commission on Human Rights (CHR) Chairman Chito Gascon did not call a “surprise military attack” by the Philippine Army,  conducted on members of the New People’s Army (NPA) a “violation of human rights.”

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the Commission on Human Rights (CHR) does not agree with the claim so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
97,IMAGE CLAIMS DONALD TRUMP CURRENTLY FACES A COURT CASE FOR ALLEGEDLY SEXUALLY ASSAULTING A 13-YEAR-OLD,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the case was dropped before any trial began and such news is four years old.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The case was dropped before any trial began and such news is four years old.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
98,The iPhone 12 won’t come with earphones and a charging adapter.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the iPhone 12 will not come with earphones and a charging adapter so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the iPhone 12 will not come with earphones and a charging adapter so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
99,New Zealand's Abortion Legislation Act (2020) does not make it a legal requirement that babies born alive after an abortion are given medical support.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the baby would receive the same care as any other baby born so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the baby would have to be given medical care so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
100,"US president Joe Biden (candidate at the time of claim) supports the new green deal (The Green New Deal is a nonbinding resolution, introduced by Rep. Alexandria Ocasio-Cortez and Sen. Ed Markey last year, to tackle climate change.)",Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden supports the Green New Deal so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden supports the Green New Deal so the claim is supported.

verdict: 'Supported'",10,10,Conflicting Evidence/Cherrypicking,False,False,False,False,False
101,"The Tanishq jewellery store in Gandhidham,  Gujarat, India was attacked following a negative reaction to an advertisement.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the attack was not real so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The store was not attacked. 

verdict: 'Refuted'",10,10,Conflicting Evidence/Cherrypicking,True,False,False,False,False
102,Kanye West was ahead of Biden and Trump in the Kentucky polls in October 2020,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that he was not ahead of Biden and Trump in the polls so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden was ahead of Trump so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
103,"Former President Donald Trump who lost the popular vote by 3 million has nominated a full third of The United Supreme Court, as of 13th October 2020.",Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Donald Trump has nominated 3 supreme court judges so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Donald Trump has nominated 2 supreme court judges so the claim is refuted.

verdict: 'Refuted'",10,10,Supported,False,True,False,False,True
104,"Amy Coney Barrett's nomination to the Supreme Court would be confirmed in October 2020, by a Senate majority that represents 15 million fewer people than the minority party.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the numbers are correct and that the majority does represent 15 million fewer people so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the numbers are correct and that the majority does represent 15 million fewer people so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
105,"President Trump said Anthony Fauci said, “This is not a threat. This is not a problem. Don’t worry about it.” when talking about the pandemic",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Fauci did not say the quote so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Fauci did not say the quote so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
106,"Amy Coney Barrett, associate justice of the Supreme Court of the United States,  said during her Supreme Court confirmation hearing that she was not using notes because she has seven kids and is used to stupid questions.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, Amy Coney Barrett did not use notes during her supreme court confirmation hearing. The claim also states that she said she was not using notes because she has seven kids and is used to stupid questions. However, the QA pairs state that she did not mention this at all. Therefore, the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, Amy Coney Barrett did not say that she was not using notes because she has seven kids and is used to stupid questions. The claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
107,Anthony Fauci the NIAID director is a democrat.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Dr Fauci is not affiliated with a political party so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Dr Fauci is not a member of the democratic party so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
108,CNN announces on social media that President Donald Trump dies from COVID-19.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, the claim was posted on a satirical website. The claim also originated from a fake CNN account. The claim is also refuted by the fact checking label on the original tweet. Therefore, the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, the claim was posted on a fake CNN account. The claim was also posted on a satirical website. The claim also stated that President Donald Trump had died of COVID-19, but the QA pairs state that President Donald Trump and his wife Melania both tested positive for COVID-19 but did not die. Therefore, the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
109,18-year-old man was recently killed by Trinamool Congress workers in West Bengal for supporting BJP,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the man was not killed by the Trinamool Congress so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the man was not killed by the Trinamool Congress so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
110,Fact check: Harris' statement on Lincoln's Supreme Court nomination misses key details,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Lincoln was not up for re-election when the chief justice died so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Lincoln did not delay the nomination so the claim is refuted.

verdict: 'Refuted'",10,10,Supported,True,False,False,False,False
111,Daughters of President Muhammadu Buhari and Vice President Yemi Osinbajo brought about the dissolution of Special Anti-Robbery Squad (SARS).,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the daughters of President Muhammadu Buhari and Vice President Yemi Osinbajo did not bring about the dissolution of Special Anti-Robbery Squad (SARS). 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The daughters of President Muhammadu Buhari and Vice President Yemi Osinbajo have not been mentioned as having a role in the #ENDSARS protests that led to the dissolution of Special Anti-Robbery Squad (SARS).

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
112,The Median White Household Wealth In The US Is 81 Times that of The Black Median Household Wealth,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The median wealth of white households is 13 times the wealth of black households in 2013, compared with eight times the wealth in 2010, according to a new Pew Research Center analysis of data from the Federal Reserve’s Survey of Consumer Finances.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The median wealth of white households is 13 times greater than that of black households in 2013, according to the Pew Research Center. 

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
113,Congress MP Rahul Gandhi has been listed as the seventh most educated leader by Forbes.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Sonia Gandhi is the one who is ranked on the list not Rahul Gandhi so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Rahul Gandhi did not graduate from Cambridge University and did not get a degree from Harvard University so the claim is refuted.

verdict: 'Refuted'",10,10,Supported,True,False,False,False,False
114,Donald Trump is facing a court case for raping a teen in 1994,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the claim is not true and the claim was made before the case was dropped.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the woman did not press charges and the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
115,More people who wear masks become sick with COVID-19 compared to non-mask wearers,Conflicting Evidence/Cherrypicking,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The evidence is conflicting. Some studies show that masks help prevent COVID-19, while others do not.

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: The evidence suggests that masks are effective in preventing the transmission of COVID-19. 

verdict: 'Refuted'",10,10,Conflicting Evidence/Cherrypicking,False,True,False,False,True
116,"Joe Biden said “You know, we have to come together. That’s why I’m running. I’m running as a proud Democrat for the Senate. So vote! Vote!”",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Joe Biden was running for the senate so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Joe Biden was running for the senate so the claim is supported.

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
117,NASA always receives blessings from the Pope and that God’s permission must be sought before a space mission.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: NASA does not receive blessings from the Pope and that God’s permission must be sought before a space mission.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that NASA does not receive blessings from the Pope and that God’s permission must be sought before a space mission. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
118,Most Arab citizens support normalization with Israel.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the majority of Arab citizens do not support the normalisation of relations with Israel.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the majority of Arab citizens do not support normalisation with Israel.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
119,The PHE has began to combine Covid-19 and influenza statistics to make the numbers look worse.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The PHE does not combine Covid-19 and influenza statistics to make the numbers look worse. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The PHE does not combine Covid-19 and influenza statistics to make the numbers look worse. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
120,A law called The Flora and Fauna Act classified aboriginal people as animals until Australian voters overturned it in the 1960s.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the law did not exist and so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the aboriginal people were not classified as animals so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
121,"Robert E. Lee, commander of the Confederate States Army during the American Civil War, was not a slave owner.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Robert E. Lee did own slaves and so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Robert E. Lee did own slaves and so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
122,"A BLM or antifa activist shot and killed a patriot at a protest in Denver, Colorado on October 10, 2020.",Refuted,Not Enough Evidence,"<|start_header_id|>assistant<|end_header_id|>

justification: The 10th Q&A pair states that the victim was a pro-police supporter, which is not what is claimed, so this is not correct. However, the 9th Q&A pair states that the shooter was not a BLM or antifa supporter, so this is not correct either. The 8th Q&A pair states that the deadliest protest was one where a counter protestor was killed by a far-right protestor, which is not what is claimed, so this is not correct. The 7th Q&A pair states that the protest was peaceful, which is not what is claimed, so this is not correct. The 6th Q&A pair states that the shooter was not a BLM or antifa supporter, so this is not correct. The 5th Q&A pair states that a person was fatally shot following counter-demonstrations at the Civic Center Park, which is not what is claimed, so this is not correct. The 4th Q&A pair states that the victim was identified as a right-wing ""Patriot Muster"" rally, which is not what is claimed, so this is not correct. The 3rd Q&A pair states that a photojournalist for The Denver Post was struck with pepper balls multiple times while documenting protests in Denver, Colorado, on May 28, 2020, which is not what is claimed, so this is not correct. The 2nd Q&A pair states that a Black Lives Matter protester was killed in a shooting at a protest in Austin, Texas, over the weekend, which is not what is claimed, so this is not correct. The 1st Q&A pair states that a Denver Post reporter Alex Burness was hit by a pepper ball and foam projectiles while covering protests in Denver, Colorado, on the evening of May 31, 2020, which is not what is claimed, so this is not correct.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The 10th Q&A pair states that a protestor was shot and killed in a protest in Denver Colorado on the 10th of October 2020, which is the date of the claim, however the 9th Q&A pair states that only one person is in custody for the shooting, and no mention is made of whether the person in custody is a BLM or antifa activist, or a patriot, so there is not enough evidence to support or refute the claim.

verdict: 'Not Enough Evidence'",10,10,Refuted,False,True,False,False,True
123,From 8th October the UK government will combine weekly flu and covid reports.,Conflicting Evidence/Cherrypicking,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the reports will be combined but not the data collection.

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the reports will be combined so the claim is supported.

verdict: 'Supported'",10,10,Supported,False,False,True,True,False
124,PTFE Sprayed On Blue Masks Causes Symptoms Similar To COVID-19,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the symptoms of the claim are not caused by the PTFE on the masks so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the symptoms are not the same as covid so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
125,The gross domestic product  (GDP) figure in Nigeria for 2020 has decreased from the figure for 2019.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the GDP did decrease in 2020 so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the GDP did decrease so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
126,"Ulysses S. Grant, commander of the Union Army during the American Civil War, was a slave owner.",Refuted,Conflicting Evidence/Cherrypicking,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Ulysses S. Grant did own a slave but he freed him before the civil war so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Ulysses S. Grant did own a slave but he freed him. 

verdict: 'Conflicting Evidence/Cherrypicking'",10,10,Supported,False,False,False,False,False
127,"Dr. Anthony Fauci said of Trump’s pandemic response, “I can’t imagine that … anybody could be doing more.”",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Dr Fauci did not agree with Trumps pandemic response and was critical of him.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Dr. Anthony Fauci did not say the quote so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
128,Joe Biden proposed a US wide 2% property tax increase.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: Q&A 1 shows that Biden has not proposed a 3% property tax. The U.S. Constitution may not allow for such a tax.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden did not propose a 2% property tax so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
129,US Democratic presidential nominee Joe Biden was endorsed by Black Lives Matter and Antifa,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Biden did not endorse the groups in the claim so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Biden did not endorse the groups in the claim so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
130,"Kirron Kher, BJP’s Chandigarh MP, said “Rape is part of Indian culture and tradition. We cannot stop it!”",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the quote was taken out of context and the person did not mean what was claimed.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the quote was taken out of context and that the person did not say the quote so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
131,We do not know where Covid-19 places among causes of death because the data is not published.,Conflicting Evidence/Cherrypicking,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The data is available but not all of it is up to date. 

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: The data is available but not always up to date. 

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
132,Swiss Squash player Ambre Allinckx’s refuses to play in India due to safety reasons,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The parents of Ambre Allinckx have said that they never were concerned about safety in India. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The parents of Ambre Allinckx have said that they never were concerned about safety in India. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
133,"Labour reversed the 4,400 health health worker cuts by the LNP.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the LNP did make cuts to the health workers so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the LNP did make 4,400 health worker cuts so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
134,"WHO ( World Health Organization) approved water, salt and vinegar remedy for coronavirus",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The WHO has said there is no cure for COVID-19.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The WHO has said that there’s no evidence saline can prevent Covid-19. However, a team at the University of Edinburgh has recently started investigating whether nasal irrigation or gargling with salt water could be effective against Covid-19, so there may be more information on this soon.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
135,No one lost their health care because of the Wellmark and Iowa Farm Bureau Health Plan Bill.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the bill was designed to help people afford health care and that it was not designed to take away health care.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that there were changes to the health care and it was not as simple as the claim said so the claim is refuted.

verdict: 'Refuted'",10,10,Not Enough Evidence,True,False,False,False,False
136,Forty percent of Iowa’s energy resources are from renewables.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the percentage is higher than 40% so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Iowa does get 40% of its energy from renewable resources so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
137,it is unknown whether a person under 20 can pass the disease to an older adult.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that children can pass the virus to adults so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that children can pass the virus to adults so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
138,Fly swatters are now available on Joe Biden's online store.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the fly swatters were sold on Joe Bidens online store so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the fly swatters were sold on Joe Biden's online store so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
139,A campaign ad video for John Cornyn says that his plan would guarantee insurers must sell plans to any patient with preexisting conditions and will be covered in his plan.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the plan would not guarantee that insurers must sell plans to any patient with pre-existing conditions.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the plan would not guarantee that insurers must sell plans to any patient with pre-existing conditions and will be covered in his plan.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
140,Charlotta Bass was the first Black woman to run for vice president in 1952,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Charlotta Bass was the first black woman to run for vice president so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Charlotta Bass was the first black woman to run for vice president so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
141,"China seek for court’s approval to kill the over 20,000 coronavirus patients to avoid further spread of the virus.",Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, China has not sought court approval to kill over 20,000 coronavirus patients. The claim is also not supported by the photos in the misleading posts. The WHO has also said there is “no specific medicine” to “prevent or treat” the viral infection. Therefore, the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, the claim originated from a fake news website called ""news-af.feednews.com"". The claim also states that China want to kill over 20,000 coronavirus patients, which is also refuted. According to the QA pairs, China did not want to kill coronavirus patients, instead they wanted to quarantine them. Therefore, the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
142,"The CDC has said over 98,000 people had non-COVID related deaths because of hospitals that were closed down for non-essential services",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The CDC has not said over 98,000 people had non-COVID related deaths because of hospitals that were closed down for non-essential services. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The CDC did not report an increase in non-COVID-19 related deaths due to hospitals being closed down for non-essential services. 

verdict: 'Refuted'",10,10,Not Enough Evidence,True,False,False,False,False
143,"New Zealand spends less on pensions than most wealthy countries, spending 4.4 per cent of GDP",Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that New Zealand does spend more than 4.4% of GDP on pensions so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that New Zealand does spend less on pensions than most wealthy countries so the claim is supported.

verdict: 'Supported'",10,10,Conflicting Evidence/Cherrypicking,False,False,False,False,False
144,Nigeria’s Ngozi Okonjo-Iweala has been appointed the new and first female Director-General of the World Trade Organisation (WTO).,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Ngozi Okonjo-Iweala has been appointed as the new and first female Director-General of the World Trade Organisation (WTO). So the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Ngozi Okonjo-Iweala has been appointed as the first female Director-General of the World Trade Organisation (WTO).

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
