claim_id,claim,positive_label,baseline_label,positive_output,baseline_output,positive_evidence_count,baseline_evidence_count,gold_label,agreement,positive_correct,baseline_correct,improvement,degradation
109,18-year-old man was recently killed by Trinamool Congress workers in West Bengal for supporting BJP,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the man was not killed by the Trinamool Congress so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the man was not killed by the Trinamool Congress so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
110,Fact check: Harris' statement on Lincoln's Supreme Court nomination misses key details,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Lincoln did not delay the nomination so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Lincoln did not delay the nomination so the claim is refuted.

verdict: 'Refuted'",10,10,Supported,True,False,False,False,False
111,Daughters of President Muhammadu Buhari and Vice President Yemi Osinbajo brought about the dissolution of Special Anti-Robbery Squad (SARS).,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the daughters of President Muhammadu Buhari and Vice President Yemi Osinbajo did not bring about the dissolution of Special Anti-Robbery Squad (SARS).

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The daughters of President Muhammadu Buhari and Vice President Yemi Osinbajo have not been mentioned as having a role in the #ENDSARS protests that led to the dissolution of Special Anti-Robbery Squad (SARS).

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
112,The Median White Household Wealth In The US Is 81 Times that of The Black Median Household Wealth,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The median wealth of white households is 20 times that of black households and 18 times that of Hispanic households, according to a Pew Research Center analysis of newly available government data from 2009.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The median wealth of white households is 13 times greater than that of black households in 2013, according to the Pew Research Center. 

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
113,Congress MP Rahul Gandhi has been listed as the seventh most educated leader by Forbes.,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Rahul Gandhi has a degree from the University of Cambridge so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Rahul Gandhi did not graduate from Cambridge University and did not get a degree from Harvard University so the claim is refuted.

verdict: 'Refuted'",10,10,Supported,False,True,False,False,True
114,Donald Trump is facing a court case for raping a teen in 1994,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there is no evidence that Trump is facing a court case for raping a teen in 1994 so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the woman did not press charges and the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
115,More people who wear masks become sick with COVID-19 compared to non-mask wearers,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that masks are helpful in preventing the spread of covid and also help the wearer. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The evidence suggests that masks are effective in preventing the transmission of COVID-19. 

verdict: 'Refuted'",10,10,Conflicting Evidence/Cherrypicking,True,False,False,False,False
116,"Joe Biden said “You know, we have to come together. That’s why I’m running. I’m running as a proud Democrat for the Senate. So vote! Vote!”",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is supported by the QA pairs. Joe Biden did say the quote in the claim.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Joe Biden was running for the senate so the claim is supported.

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
117,NASA always receives blessings from the Pope and that God’s permission must be sought before a space mission.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: NASA does not receive blessings from the Pope and does not seek God's permission before a space mission.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that NASA does not receive blessings from the Pope and that God’s permission must be sought before a space mission. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
118,Most Arab citizens support normalization with Israel.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the majority of Arab citizens do not support normalisation with Israel.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the majority of Arab citizens do not support normalisation with Israel.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
119,The PHE has began to combine Covid-19 and influenza statistics to make the numbers look worse.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The PHE is not combining Covid-19 and influenza statistics to make the numbers look worse. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The PHE does not combine Covid-19 and influenza statistics to make the numbers look worse. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
120,A law called The Flora and Fauna Act classified aboriginal people as animals until Australian voters overturned it in the 1960s.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the classification was not correct so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the aboriginal people were not classified as animals so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
121,"Robert E. Lee, commander of the Confederate States Army during the American Civil War, was not a slave owner.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Robert E. Lee did own slaves so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Robert E. Lee did own slaves and so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
122,"A BLM or antifa activist shot and killed a patriot at a protest in Denver, Colorado on October 10, 2020.",Refuted,Not Enough Evidence,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the man was not a BLM or antifa activist so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The 10th Q&A pair states that a protestor was shot and killed in a protest in Denver Colorado on the 10th of October 2020, which is the date of the claim, however the 9th Q&A pair states that only one person is in custody for the shooting, and no mention is made of whether the person in custody is a BLM or antifa activist, or a patriot, so there is not enough evidence to support or refute the claim.

verdict: 'Not Enough Evidence'",10,10,Refuted,False,True,False,False,True
123,From 8th October the UK government will combine weekly flu and covid reports.,Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that the reports will be combined but not the data collection, so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the reports will be combined so the claim is supported.

verdict: 'Supported'",10,10,Supported,False,False,True,True,False
124,PTFE Sprayed On Blue Masks Causes Symptoms Similar To COVID-19,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the symptoms are not the same as covid so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the symptoms are not the same as covid so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
125,The gross domestic product  (GDP) figure in Nigeria for 2020 has decreased from the figure for 2019.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the GDP did decrease so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the GDP did decrease so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
126,"Ulysses S. Grant, commander of the Union Army during the American Civil War, was a slave owner.",Refuted,Conflicting Evidence/Cherrypicking,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Ulysses S. Grant did own a slave but he freed him before the civil war so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Ulysses S. Grant did own a slave but he freed him. 

verdict: 'Conflicting Evidence/Cherrypicking'",10,10,Supported,False,False,False,False,False
127,"Dr. Anthony Fauci said of Trump’s pandemic response, “I can’t imagine that … anybody could be doing more.”",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Dr Fauci did not say the quote so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Dr. Anthony Fauci did not say the quote so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
128,Joe Biden proposed a US wide 2% property tax increase.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Biden did not propose a 2% property tax increase so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden did not propose a 2% property tax so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
129,US Democratic presidential nominee Joe Biden was endorsed by Black Lives Matter and Antifa,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Biden did not endorse the groups in the claim so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Biden did not endorse the groups in the claim so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
130,"Kirron Kher, BJP’s Chandigarh MP, said “Rape is part of Indian culture and tradition. We cannot stop it!”",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Kirron Kher did not say the quote so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the quote was taken out of context and that the person did not say the quote so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
131,We do not know where Covid-19 places among causes of death because the data is not published.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the data is available and the cause of death is recorded so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The data is available but not always up to date. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
132,Swiss Squash player Ambre Allinckx’s refuses to play in India due to safety reasons,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The parents of Ambre Allinckx said they never had any safety concerns about India and that they had decided in September last year that Ambre would not play in the tournament. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The parents of Ambre Allinckx have said that they never were concerned about safety in India. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
133,"Labour reversed the 4,400 health health worker cuts by the LNP.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the LNP did make 4,400 health worker cuts so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the LNP did make 4,400 health worker cuts so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
134,"WHO ( World Health Organization) approved water, salt and vinegar remedy for coronavirus",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The WHO has said that there’s no evidence saline can prevent Covid-19. However, a team at the University of Edinburgh has recently started investigating whether nasal irrigation or gargling with salt water could be effective against Covid-19, so there may be more information on this soon.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The WHO has said that there’s no evidence saline can prevent Covid-19. However, a team at the University of Edinburgh has recently started investigating whether nasal irrigation or gargling with salt water could be effective against Covid-19, so there may be more information on this soon.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
135,No one lost their health care because of the Wellmark and Iowa Farm Bureau Health Plan Bill.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that there are people who have lost their health care so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that there were changes to the health care and it was not as simple as the claim said so the claim is refuted.

verdict: 'Refuted'",10,10,Not Enough Evidence,True,False,False,False,False
136,Forty percent of Iowa’s energy resources are from renewables.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the percentage is higher than 40% so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Iowa does get 40% of its energy from renewable resources so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
137,it is unknown whether a person under 20 can pass the disease to an older adult.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that children can pass the virus to adults so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that children can pass the virus to adults so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
138,Fly swatters are now available on Joe Biden's online store.,Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The swatters were sold out within hours of their release. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the fly swatters were sold on Joe Biden's online store so the claim is supported.

verdict: 'Supported'",10,10,Supported,False,False,True,True,False
139,A campaign ad video for John Cornyn says that his plan would guarantee insurers must sell plans to any patient with preexisting conditions and will be covered in his plan.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the senator does not support the claim so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the plan would not guarantee that insurers must sell plans to any patient with pre-existing conditions and will be covered in his plan.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
140,Charlotta Bass was the first Black woman to run for vice president in 1952,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Charlotta Bass was the first black woman to run for vice president so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Charlotta Bass was the first black woman to run for vice president so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
141,"China seek for court’s approval to kill the over 20,000 coronavirus patients to avoid further spread of the virus.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that China did not want to kill the patients so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, the claim originated from a fake news website called ""news-af.feednews.com"". The claim also states that China want to kill over 20,000 coronavirus patients, which is also refuted. According to the QA pairs, China did not want to kill coronavirus patients, instead they wanted to quarantine them. Therefore, the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
142,"The CDC has said over 98,000 people had non-COVID related deaths because of hospitals that were closed down for non-essential services",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The CDC did not report that over 98,000 people had non-COVID related deaths because of hospitals that were closed down for non-essential services. 

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The CDC did not report an increase in non-COVID-19 related deaths due to hospitals being closed down for non-essential services. 

verdict: 'Refuted'",10,10,Not Enough Evidence,True,False,False,False,False
143,"New Zealand spends less on pensions than most wealthy countries, spending 4.4 per cent of GDP",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that New Zealand does spend less on pensions than most wealthy countries so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that New Zealand does spend less on pensions than most wealthy countries so the claim is supported.

verdict: 'Supported'",10,10,Conflicting Evidence/Cherrypicking,True,False,False,False,False
144,Nigeria’s Ngozi Okonjo-Iweala has been appointed the new and first female Director-General of the World Trade Organisation (WTO).,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Ngozi Okonjo-Iweala has been appointed as the new and first female Director-General of the World Trade Organisation (WTO).

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Ngozi Okonjo-Iweala has been appointed as the first female Director-General of the World Trade Organisation (WTO).

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
145,"When Joe Biden was US vice-president they took a month to act on information that might have saved Kayla Mueller, a humanitarian worker held hostage and sexually abused by the Islamic State terrorist group",Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the US government did not take a month to act on information that might have saved Kayla Mueller, as the claim states.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the US government did not act promptly to save Kayla Mueller so the claim is supported.

verdict: 'Supported'",10,10,Supported,False,False,True,True,False
146,"Right after a time where we're going through a pandemic that lost 22 million jobs at the height, we've already added back 11.6 million jobs.",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that there were 20.7 million jobs lost and 11.6 million jobs added back so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that there were 22 million jobs lost and 11.6 million jobs added so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
147,"Because of a so-called trade war with China, America lost 300,000 manufacturing jobs.",Supported,Refuted,"The trade deficit with Mexico eliminated 1,143,400 manufacturing jobs over the same period, or 34.6 percent of the total. The trade deficit with Canada eliminated 1,026,300 manufacturing jobs, or 29.7 percent of the total. The trade deficit with all countries eliminated 2,560,200 manufacturing jobs, or 73.5 percent of the total.

Q11: What is the relationship between the US trade deficit with China and the loss of manufacturing jobs in the US between 2001 and 2018?
A11: The growing trade deficit with China eliminated 2,793,200 manufacturing jobs between 2001 and 2018, nearly three-fourths (75.4%) of the total.

Q12: How many U.S. manufacturing jobs were lost between December 2001 and December 2018?
A12: If exports to China had increased at this pace, it would have supported the creation of millions of U.S. manufacturing jobs and prevented much of the collapse of overall U.S. manufacturing employment between December 2001 and December 2018, when 2.9 million U.S. manufacturing jobs were lost (BLS 2019a).

Q13: How many U.S. jobs were lost due to the trade war with China by 2019?
A13: Overall, a widely cited Moody's economic analysis found that the trade war had cost 300,000 U.S. jobs by 2019, across manufacturing, wholesale, retail and other sectors.[23]

Q14: What is the relationship between the US trade deficit with China and the loss of manufacturing jobs in the US between 2001 and 2013?
A14: Trade deficits are highly correlated with job loss or displacement by industry, as shown in Table 3. The growing trade deficit with China eliminated 2,391,500 manufacturing jobs between 2001 and 2013, more than three-fourths (75.7 percent) of the total. The trade deficit with Mexico eliminated 1,143,400 manufacturing jobs over the same period, or 34.6 percent of the total. The trade deficit with Canada eliminated 1,026,300 manufacturing jobs, or 29.7 percent of the total. The trade deficit with all countries eliminated 2,560,200 manufacturing jobs, or 73.5 percent of the total.

Q15: What is the relationship between the US trade deficit with China and the loss of manufacturing jobs in the US between","<|start_header_id|>assistant<|end_header_id|>

justification: The 10th Q&A pair states that the trade deficit with China is responsible for 2/3 of the job losses in the US, which is less than the 300,000 claimed. 

verdict: 'Refuted'",10,10,Supported,False,True,False,False,True
148,U.S. President Donald Trump has suspended all travel from China.,Conflicting Evidence/Cherrypicking,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that there are exemptions to the ban so it is not a complete ban.

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that there are exemptions to the ban so the claim is refuted.

verdict: 'Refuted'",10,10,Conflicting Evidence/Cherrypicking,False,True,False,False,True
149,They [the Democrats] want to ... ban fracking.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that some democrats support a ban on fracking and some do not so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Biden does not support a ban on fracking so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
150,Zimbabwe gets more than half of the African Export Import Bank loans.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that Zimbabwe does get more than half of the loans from the African Export Import Bank so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Zimbabwe does get more than half of the loans so the claim is supported.

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
151,The Democrats want to shut down U.S. churches permanently.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the democrats do not want to shut down churches so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the democrats are not trying to shut down churches so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
152,"Over thirty million people... in the last several months had to file for unemployment.""",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that over 30 million people had to file for unemployment so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that over 30 million people had to file for unemployment so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
153,President Trump and I have a plan to improve healthcare and protect pre-existing conditions for every American.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the Trump administration is not protecting pre-existing conditions as they are trying to get rid of the Affordable Care Act.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the Trump administration has not offered a comprehensive alternative to the ACA. In 2017, Trump backed Republican plans that would have weakened the preexisting condition protections in the ACA.

verdict: 'Refuted'",10,10,Not Enough Evidence,True,False,False,False,False
154,COVID-19 had caused zero deaths in people under 20.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that there have been deaths of people under 20 so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that there have been deaths of people under 20 so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
155,Trump said 'there were fine people on both sides' in far-right protests.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Trump did say the quote so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Trump did say the quote so the claim is supported.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
156,"Vice president of the U.S Mike Pence said “When Joe Biden was vice president of the United States, the FBI actually spied on President Trump and my campaign.”",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the FBI did not spy on Trumps campaign so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the claim is not correct and that the FBI did not spy on Trumps campaign.

verdict: 'Refuted'",10,10,Supported,True,False,False,False,False
157,Richard A. Rothschild filed a patent for novel coronavirus tests in 2015.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The patent was for a different type of coronavirus and is not related to the COVID-19 virus.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The patent was for a different type of coronavirus and is referred to by users in the comments to the post.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
158,"US President Donald Trump following his positive diagnosis of COVID-19, was given treatment developed from the use of fetal tissue, made by the company Regeneron.",Conflicting Evidence/Cherrypicking,Conflicting Evidence/Cherrypicking,"<|start_header_id|>assistant<|end_header_id|>

justification: The 8th and 10th Q&A pair state that the treatment was not developed using fetal tissue but cells derived from fetal tissue were used during testing.

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: The 1st Q&A pair states that the drug was not made from fetal stem cells but fetal derived cells used during testing, which is not what the claim says so not relevant to the claim.
The 2nd Q&A pair states that the cells used in the testing of the drug were fetal derived but not the drug itself, which is not what the claim says so not relevant to the claim.
The 3rd Q&A pair states that the drug was developed using fetal tissue which is what the claim says so is relevant to the claim.
The 4th Q&A pair state that the cells used in the testing of the drug were fetal derived but not the drug itself, which is not what the claim says so not relevant to the claim.
The 5th Q&A pair state that the drug was given to the president under compassionate use which is not what the claim says so not relevant to the claim.
The 6th Q&A pair state that the drug was not approved by the FDA which is not what the claim says so not relevant to the claim.
The 7th Q&A pair state that the drug contained no components derived from human fetal tissue which is not what the claim says so not relevant to the claim.
The 8th Q&A pair state that the drug was not approved by the FDA which is not what the claim says so not relevant to the claim.
The 9th Q&A pair state that the drug was developed using cells derived from aborted fetal tissue which is what the claim says so is relevant to the claim.
The 10th Q&A pair state that the drug was a monoclonal antibody which is not what the claim says so not relevant to the claim.

verdict: 'Conflicting Evidence/Cherrypicking'",10,10,Supported,True,False,False,False,False
159,U.S. mortalities this year are not materially different from the previous 5 years,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the mortality rates are not materially different from the previous 5 years so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the mortality rate has changed over the past 5 years so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
160,President Donald  J Trump said it [coronavirus] was a hoax.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Trump did call the coronavirus a hoax so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Trump did call the coronavirus a hoax so the claim is supported.

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
161,Documents show the CIA made a referral to the FBI documenting the allegation that U.S. Presidential candidate Hillary Clinton had approved a campaign plan to stir up a scandal against U.S. Presidential candidate Donald Trump by tying him to Putin and the Russians’ hacking of the Democratic National Committee.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there was no evidence that Hillary Clinton approved a plan to tie Donald Trump to Putin and the Russians’ hacking of the Democratic National Committee.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that Hillary Clinton did not approve a campaign plan to stir up a scandal against Donald Trump by tying him to Putin and the Russians’ hacking of the Democratic National Committee.

verdict: 'Refuted'",10,10,Supported,True,False,False,False,False
162,The Democratic party has spent the last three and a half years trying to overturn the results of the last US election.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the democrats were not trying to overturn the results of the last election so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the democrats are not trying to overturn the results of the last election but are trying to stop Trump from doing it.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
163,"The content of the conspiracy network, Radio Quebec, hosted by Alexis Cossette-Trudel is banned by Facebook.",Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that Facebook has removed the content of the conspiracy network, Radio Quebec, hosted by Alexis Cossette-Trudel.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs state that Facebook has removed the radio network from their platform, but not banned them as the claim states.

verdict: 'Refuted'",10,10,Supported,False,True,False,False,True
164,OPCW scenario of the Navalny case is a fantastic story and a planned conspiracy scenario,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the OPCW did not say that the Navalny case was a planned conspiracy scenario so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The evidence shows that the OPCW did confirm that Navalny's poisoning was caused by a nerve agent of the Novichok group. 

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
165,In 1977 Senate Minority Leader Chuck Schumer had an affair with his daughter best friend from high school.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that the claim is not true and the person in the claim has denied the claim.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, the claim originated from a satire site. The claim was then copied and pasted onto other social media platforms. The claim is not true. Therefore, the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
